Sujeto,Archivo,Condicion,Mu_C3,Mu_Cz,Mu_C4,Beta_C3,Beta_Cz,Beta_C4,ERD_Mu_C3,ERD_Mu_C4,Entropy_C3,Entropy_Cz,Entropy_C4,Hjorth_Activity_C3,Hjorth_Mobility_C3,Hjorth_Complexity_C3,Coh_Mu_C3_C4,Coh_Beta_C3_C4
S001,S001R03.edf,Reposo,3.2636143859016855e-11,3.086886852442017e-11,2.4979082507725234e-11,1.1912520280000345e-11,1.2819822605185923e-11,8.97050930971313e-12,524.2159248634772,530.5239080541825,0.7064940195424768,0.6953681517309813,0.6770686040856339,4.39241336006247e-10,0.6106638706522047,1.3060985147961006,0.7068866907320108,0.7507413062841689
S001,S001R03.edf,Izquierda,3.797293609879379e-11,3.25701131489018e-11,2.7070590782388228e-11,1.3384568092751523e-11,1.4875354647838464e-11,8.410075578319362e-12,526.2646142780045,570.6454275033393,0.7080568674265892,0.7280215424058213,0.7114115239083677,5.022481465069663e-10,0.6072729817052932,1.3154980501761118,0.8470962985060829,0.5952526047569628
S001,S001R03.edf,Reposo,3.7616609022142244e-11,4.364218108249108e-11,6.923307098411648e-11,1.4695403737996197e-11,1.4738218169240818e-11,1.4314404260251517e-11,490.6807065193118,734.0826147638185,0.6991603608625333,0.6993866189404138,0.6411526691113797,4.870535597524119e-10,0.6013772557091775,1.2556498938785208,0.3692191934233827,0.5643992538998919
S001,S001R03.edf,Derecha,2.7566241110856984e-11,2.970774646362341e-11,1.9208090881627747e-11,1.1274416291277726e-11,1.0786489079511678e-11,8.21275849131521e-12,466.9626527213558,446.51948112504795,0.6952272040949479,0.6981265509417025,0.7110664930888705,4.079076763220117e-10,0.6057462759673171,1.2741495832213825,0.6542206086233281,0.6806847121338279
S001,S001R03.edf,Reposo,5.1093854274976307e-11,5.420712273543986e-11,3.311156481104944e-11,8.976096963294597e-12,1.0638920163555387e-11,1.3528269514292282e-11,747.3084023421208,480.81719926822996,0.6553139183462813,0.6520372118261551,0.6948305579538537,4.772157995864715e-10,0.5517246925272677,1.3401248782320836,0.8395477695519221,0.5073200913433733
S001,S001R03.edf,Izquierda,4.45178568140063e-11,5.210452659399628e-11,3.575428795667682e-11,9.026149126905987e-12,8.726825706449921e-12,7.67798373609599e-12,699.9163622169161,684.179677873912,0.6680719941549511,0.6434309414172343,0.6721994614858658,5.447457253645237e-10,0.596712880237413,1.2846925959995794,0.73211454935391,0.7281747280064043
S001,S001R04.edf,Reposo,3.50577185768924e-11,4.4990580292125435e-11,3.677775065056765e-11,8.738555325144292e-12,8.597769881707914e-12,6.7938389930752384e-12,618.5404969874849,707.542403070304,0.6656446171244141,0.6674291427256591,0.6785131544141133,4.0507000221637035e-10,0.589064055656336,1.3341909339404792,0.7572970439705992,0.5335066797592964
S001,S001R04.edf,Derecha,3.67797467772818e-11,4.0093971923443516e-11,3.160519764761628e-11,8.78859069332872e-12,8.838703128655121e-12,7.917242702031764e-12,653.8858305098064,644.8111347391757,0.6541522400171964,0.6368801494211888,0.6536969742074068,3.660186854596688e-10,0.6074027814274925,1.3728212895656493,0.6721733489471307,0.5577521699181138
S001,S001R04.edf,Reposo,3.484671686058461e-11,3.432640058611789e-11,2.2949143792629597e-11,1.2333922901864475e-11,1.1259384094285119e-11,7.913275817314814e-12,512.7173052338529,528.5849026546318,0.7277734141399925,0.7130781695616568,0.6962932623582215,4.638377002887829e-10,0.6417185508341551,1.3335623302541546,0.7189146986009316,0.7364964712597791
S001,S001R04.edf,Izquierda,1.779258080988636e-11,1.7022382436830564e-11,1.2717233632242513e-11,7.985790927869072e-12,7.276806021167897e-12,5.994066491140218e-12,416.90931157270575,397.61458669175994,0.7352466293058632,0.7341695546430758,0.7341334039514729,3.398864472034111e-10,0.6244880015283354,1.3769814810116379,0.6630169832611384,0.5842299003168201
S001,S001R04.edf,Reposo,3.141294455575888e-11,2.7506062981459182e-11,2.990745910206757e-11,9.133160286483498e-12,9.270453862995459e-12,7.485914649021895e-12,533.9195847906187,620.3536343080784,0.6814454247064102,0.6991273666875354,0.6903530291054089,3.946469691023921e-10,0.5788920608718043,1.3245669860458715,0.43968908969634446,0.6015130743155817
S001,S001R04.edf,Izquierda,3.418001203554525e-11,3.1483299528760326e-11,1.954910067110799e-11,9.913760441944425e-12,9.112747965331222e-12,7.531097265721985e-12,611.9053667357556,503.1520376288935,0.7092615917288368,0.7128333251948378,0.7170454210845927,3.583238553506651e-10,0.6289753035872027,1.3070359706811385,0.7606758292602507,0.6122121738652737
S001,S001R04.edf,Reposo,3.266835129988247e-11,2.0101639051880684e-11,2.2960920398440114e-11,9.217704026051742e-12,7.938434151558193e-12,6.4104052897875426e-12,584.2706476224612,581.89662659027,0.7169348599456723,0.7268581093090907,0.708185731808372,4.33176313215686e-10,0.6160281710236687,1.3090860211289448,0.6235486635462819,0.5317999944172082
S001,S001R04.edf,Derecha,1.9791090828586086e-11,1.9879256517515043e-11,1.6439618251679675e-11,6.195278071137422e-12,6.784800414166474e-12,5.8692269424731785e-12,555.2392378811027,537.0788484720596,0.7238409247595021,0.7193315619011224,0.7164713374810736,2.8452128769002336e-10,0.6317002912522466,1.329383249152851,0.7414137685667783,0.5598608723439316
S001,S001R04.edf,Reposo,4.328704618382449e-11,4.703777245906173e-11,3.357986413437913e-11,8.70985487976678e-12,8.90658047783418e-12,8.146042367328594e-12,695.2733814129704,678.3723264042253,0.6717628151134064,0.6587934912284704,0.6851828927150888,3.9199441033598583e-10,0.6009202044592399,1.3810009381710686,0.7803798779374662,0.6581402917091937
S001,S001R04.edf,Derecha,1.7185092140352925e-11,2.0615112185896766e-11,1.86671218106241e-11,8.017326780897639e-12,8.341977851525087e-12,6.850875949578997e-12,458.18626726407007,528.4716141013803,0.7275933092002587,0.728343837568485,0.7156924680890167,2.724558333618171e-10,0.6541389482981425,1.275132950331334,0.7070131762091346,0.7081418241783611
S001,S001R04.edf,Reposo,2.7938708487768186e-11,2.235086027376995e-11,1.8102562613975223e-11,8.06696087573971e-12,7.602538366071893e-12,6.101246157573702e-12,562.5277293986635,513.8994114580788,0.7046923526774042,0.7187134216166108,0.7324090749150632,3.2134997181081996e-10,0.6157735138514963,1.273860747524994,0.8208069099548095,0.562845795523814
S001,S001R04.edf,Izquierda,2.2987349320282877e-11,2.134815235237617e-11,1.232316698527472e-11,1.0622046697970735e-11,1.0823594719098809e-11,8.593238028365152e-12,453.30105017473664,310.06856490469283,0.7150765579113687,0.7104776928621559,0.7236707199564004,4.1605141150452635e-10,0.6352194622446825,1.281740551701569,0.4449645097986149,0.6322468727810518
S001,S001R04.edf,Reposo,6.788500614842543e-11,5.032118212753818e-11,4.374737604348329e-11,1.9366600095759974e-11,1.7746475551347196e-11,1.3368657690783856e-11,618.3107877899301,586.1204711918641,0.6804638147021681,0.6911887739536319,0.6866859178628875,6.898288234994913e-10,0.5768822540590294,1.2534061912856804,0.8660325020982659,0.5917989882546524
S001,S001R04.edf,Derecha,3.599648200924747e-11,4.097543079536253e-11,3.951775497174641e-11,1.1453648703476386e-11,9.143093430408218e-12,8.189330202185654e-12,597.5648562897734,726.5418109519327,0.7067892654191797,0.6813927303246688,0.668991284890123,3.9193736210781923e-10,0.6256108041943236,1.2653211966618136,0.6588634882158216,0.6127979377316742
S001,S001R04.edf,Reposo,3.040761609503305e-11,2.010430061520046e-11,1.5978726502086496e-11,1.2051731774839968e-11,1.0929873670607894e-11,9.233866837385014e-12,504.97073661598677,386.23098474685753,0.6985915196337722,0.7092475004021296,0.7245209525507389,4.067174485410372e-10,0.6357114436926219,1.2427966721675086,0.5739411601349734,0.5548686927640514
S001,S001R04.edf,Izquierda,2.872793459712545e-11,3.479178848233988e-11,3.107655218884429e-11,1.0783946374900223e-11,1.0117255699320714e-11,6.646146158440958e-12,517.3155803974333,668.7098719328296,0.7107778996689456,0.7129724151527546,0.6987722933859651,4.3617814823006274e-10,0.6195001837673755,1.2903374082836685,0.8215246222251772,0.6879590236671993
S001,S001R04.edf,Reposo,3.7672239372850773e-11,3.211924568038805e-11,2.8166385569044474e-11,9.468333504028416e-12,9.792645995515435e-12,7.344549329940883e-12,652.5526994153432,641.5546746156322,0.7000987970103372,0.7165958563610416,0.6952064354513643,4.0679237146842086e-10,0.6117647042594109,1.3166868692126685,0.6486627309742924,0.6899236793388027
S001,S001R04.edf,Derecha,3.7034024771630055e-11,3.6733771411830135e-11,2.6088384693678242e-11,1.2806208846520115e-11,1.2225008417340388e-11,8.398920078253076e-12,551.9738457814066,567.8471262062156,0.6848444035908263,0.692669034478804,0.702672522259585,4.4479892541872273e-10,0.604567350806388,1.2987504063326119,0.7562862911889695,0.6648193476793428
S001,S001R04.edf,Reposo,2.718845684328145e-11,2.0023885347232917e-11,1.7933477314915023e-11,1.0001727882191344e-11,9.80339667866007e-12,7.911803399297212e-12,502.46965182577037,460.3473724846021,0.7303173361213939,0.7416633508443202,0.7413466235652934,3.9489881210253494e-10,0.670066745057489,1.280631691503497,0.4866672215039015,0.647990767443694
S001,S001R04.edf,Izquierda,4.1181707063299993e-11,3.828419959671696e-11,2.6417048478149326e-11,1.3622210571825413e-11,1.2633572824972211e-11,8.435668385442588e-12,559.393897726926,552.1723477948689,0.7052790562932322,0.7071225913711785,0.7096095359962762,4.6177519171652655e-10,0.6096768284280807,1.2949681106627704,0.8578541798544538,0.6510116858400057
S001,S001R04.edf,Reposo,2.8326328595396944e-11,3.0857710052888714e-11,2.8213304042333352e-11,8.64131228061012e-12,7.662871483183955e-12,6.53701000485068e-12,491.6986464472352,560.8974603642324,0.6580532729808473,0.6372584522351746,0.6526665702815568,4.977217532321017e-10,0.5566785681108978,1.4063545443830356,0.8440675799537929,0.5601431060772348
S001,S001R04.edf,Izquierda,2.0972259920390356e-11,2.5146938928043658e-11,1.5989746473211097e-11,1.0145160542699105e-11,1.026266562445964e-11,8.45428670431905e-12,391.4918113876265,371.79036151727286,0.725063246344904,0.7184902965192762,0.711186776644627,4.0307806354002527e-10,0.6253257809809382,1.3056842632952477,0.6637159977033845,0.6620332385178976
S001,S001R04.edf,Reposo,3.261278588937627e-11,1.9684908740965432e-11,1.700538938370994e-11,9.53073012070736e-12,8.510079104184418e-12,8.758853733598155e-12,592.313258132157,370.2874527174876,0.6896339458325889,0.7158178604080585,0.7107602618353531,3.7376857568323806e-10,0.6290497037065161,1.291970042835842,0.44515715833625635,0.5057974973558313
S001,S001R04.edf,Derecha,3.5671940862061074e-11,3.5614823597971546e-11,2.1070631969255333e-11,8.395449698686353e-12,7.399813314463753e-12,6.762442134976252e-12,660.255167362227,517.6536118321529,0.677708885989507,0.6576597440553463,0.7020992437317327,4.059331693358143e-10,0.5834693223255538,1.3518032881051707,0.6267522611221632,0.530869893281488
S001,S001R04.edf,Reposo,7.391814992159021e-11,5.1992711337774945e-11,3.8201013091968465e-11,1.2234316744183148e-11,1.1180754667217811e-11,7.1645313165410446e-12,731.2501403907822,688.803203039764,0.6749151083276321,0.6905111656073138,0.6789489530320765,6.140663481538699e-10,0.5701273842388548,1.299367404700119,0.7284787916435564,0.6529184092529169
S001,S001R04.edf,Izquierda,2.3420917660767432e-11,2.737630130516477e-11,1.475346695054721e-11,9.555409754415702e-12,9.517640626985352e-12,8.300890296096034e-12,451.8589422720421,373.3861080164171,0.717687557553056,0.712046473553917,0.7259895544612109,3.664610136597831e-10,0.6166014514396273,1.282624965538854,0.7109442723582015,0.6915913493575011
S001,S001R04.edf,Reposo,4.3339611916642823e-11,3.293561810930508e-11,3.394183748699334e-11,1.052149514951291e-11,1.0385985693816825e-11,9.97671687300686e-12,646.5608381784266,609.9177458016354,0.6944078698166691,0.7078305630865611,0.6916309938444778,4.979480114296515e-10,0.5848458076315517,1.3220843452153643,0.5608712023786654,0.5769523715260347
S001,S001R04.edf,Derecha,2.205954429282113e-11,2.6304806269666917e-11,3.707831095346975e-11,1.097964733691156e-11,9.473559807448426e-12,6.752571182755477e-12,429.6870119723001,744.262171682026,0.7153092565594443,0.7010676265195244,0.6365840900988154,3.5902735522765205e-10,0.6363953812608142,1.264943784671807,0.43701744320127056,0.5963747037344991
S001,S001R04.edf,Reposo,6.159269135706599e-11,3.2522641498936974e-11,3.171335386679942e-11,7.533338185468539e-12,5.616576496338834e-12,5.166842865614354e-12,925.3035770931989,793.5180394650811,0.6075785128010929,0.6704054827972696,0.6410916179805978,4.856781881065067e-10,0.583917637211635,1.310733795914947,0.4597141817205607,0.6031259694273691
S001,S001R04.edf,Izquierda,5.813516421705324e-11,4.725853104851356e-11,2.934801433674941e-11,1.0596533945678542e-11,9.868308473030816e-12,7.224705514855553e-12,799.4911182654953,691.4118223778011,0.6523361474565806,0.6686102050937306,0.6871407715666467,5.320349797726165e-10,0.5967804595977094,1.2660510014893205,0.6907574871436336,0.6198040070137927
S001,S001R07.edf,Reposo,2.2388181112454138e-11,2.3002793310168843e-11,1.6079815123263418e-11,8.279961436947361e-12,8.790121461278301e-12,6.638370688248736e-12,483.28810792731974,445.8519639867469,0.7267909891187703,0.732389534548807,0.725804531992061,2.8553704092336975e-10,0.6647115312456471,1.2889927317210328,0.7207830708803508,0.6678296192924688
S001,S001R07.edf,Izquierda,2.3657213662105253e-11,2.8634019476596623e-11,1.7065013420634388e-11,7.622824480148335e-12,7.554705736411883e-12,5.0353971814939746e-12,559.858430615063,571.7213446343583,0.7133514654477443,0.6972303453902833,0.6990011179101128,3.121244823669832e-10,0.6605274069949353,1.312691826603411,0.7882808889174965,0.5081214098245435
S001,S001R07.edf,Reposo,1.7366013074083206e-11,2.4372282695170517e-11,2.4964990459175033e-11,9.156283808458743e-12,9.205199691381395e-12,7.850800233669321e-12,395.4799561218042,579.5305316015277,0.7313510050088974,0.7257650416113696,0.7071259502507609,3.4066583734685236e-10,0.6462678316189535,1.2883018155683514,0.637798034585937,0.6074160955933832
S001,S001R07.edf,Derecha,2.0934789940172758e-11,2.4784263048931403e-11,2.13946772182577e-11,8.422954037179267e-12,8.62719558376199e-12,1.0012410892894907e-11,458.4997007598198,434.2550398168435,0.7042390489676377,0.6988715806387837,0.7026615190942247,3.271405750166785e-10,0.6063074671067421,1.2988981109595976,0.6977187668631161,0.4832245324051026
S001,S001R07.edf,Reposo,3.1383298855168976e-11,3.439423137865161e-11,2.5523597050630066e-11,1.035859145660804e-11,9.255645426913206e-12,6.204752184374414e-12,520.0030779860276,633.6979726562759,0.6942480770778917,0.6862514773972839,0.6808555795724441,4.1685584407903375e-10,0.6098730919936258,1.282769799778246,0.6867181446415008,0.6560562651255635
S001,S001R07.edf,Izquierda,3.014102436418246e-11,3.904095419480601e-11,2.591510920604808e-11,1.1862727681727736e-11,1.418934506096091e-11,1.0737929851918958e-11,495.18358037510274,486.10764882761055,0.6847791229584441,0.7039278415125874,0.6967331813746692,3.809359814284414e-10,0.6379193002446032,1.2902529675747918,0.8378882810967956,0.631616604841614
S001,S001R07.edf,Reposo,4.3110445593716916e-11,4.152890383976637e-11,3.0746656971924165e-11,9.631671390235947e-12,9.549559132630005e-12,6.859565822233023e-12,684.9641502187865,662.1000308749325,0.6749083675282066,0.6705037460696271,0.6878959392839638,4.5536571612198596e-10,0.5828716923188674,1.344662886461723,0.5875806755216195,0.6047001488308906
S001,S001R07.edf,Derecha,3.770786554994501e-11,4.353623185011761e-11,3.817484142185259e-11,9.899160355523025e-12,9.963524248962946e-12,1.102777311787219e-11,599.5039239203489,614.3201497678313,0.6891997077727745,0.6907245159624253,0.6907453002988087,3.872443630318074e-10,0.5865475581697854,1.3188879604959682,0.6306900572637258,0.5388538321023745
S001,S001R07.edf,Reposo,2.5553903094277428e-11,2.4361079707199783e-11,3.357574898951987e-11,1.5938227214359406e-11,1.6807198368628328e-11,1.3274414584659837e-11,361.7333645435882,505.7746623748515,0.7144019273796236,0.7077576715506375,0.6969860740604078,3.94360734302163e-10,0.6498689359728045,1.1924044760645458,0.5425492443941952,0.46936982421487433
S001,S001R07.edf,Izquierda,5.208367966596739e-11,6.765922420613628e-11,6.742659391956498e-11,9.845818735813612e-12,1.2902732126684069e-11,1.4351728075202969e-11,726.9524497225203,724.7214488548207,0.679423639859091,0.6716428020178893,0.6553244994841421,4.591008962281811e-10,0.5779885555686661,1.2863881344943124,0.807282128633874,0.562884515494134
S001,S001R07.edf,Reposo,4.930556217138863e-11,4.9221957033653175e-11,3.769895142044838e-11,1.3930347168354883e-11,1.3582997620456547e-11,9.455810382619514e-12,603.4086018070083,627.7904584104783,0.679283921232021,0.6943000224751291,0.6798348513963482,5.608712629346704e-10,0.5696013392523013,1.324047621538563,0.7463358609617874,0.6246046462555593
S001,S001R07.edf,Derecha,3.778946361851419e-11,3.9919845469598244e-11,2.9063293569395292e-11,9.097943059468445e-12,7.500090138512604e-12,5.44999437895413e-12,659.1881105123842,719.1090336144026,0.6642622303190044,0.6712099250266892,0.66984121477827,4.612928666171497e-10,0.5728017290023697,1.3325702626633076,0.7864000948790391,0.526637117267638
S001,S001R07.edf,Reposo,2.1932409422219952e-11,3.023842360889798e-11,2.704313464420011e-11,9.479178904254988e-12,8.98772334332811e-12,7.44807151768883e-12,453.84947453372837,596.752162174601,0.6905119188231346,0.6545407217416453,0.6568998363563165,3.4246193096113997e-10,0.6053277588512702,1.3038317960151355,0.7085929422985084,0.5646506095532717
S001,S001R07.edf,Derecha,1.868055636992787e-11,2.1371803682540593e-11,1.5770408490603675e-11,9.783166141376653e-12,8.310130918939944e-12,4.702774281433738e-12,336.80165321575834,485.5302128727602,0.6840095790426863,0.6808293616183431,0.6901116314649052,3.612263935635754e-10,0.6107418668476934,1.268458017430105,0.6077432980571627,0.5930760122894508
S001,S001R07.edf,Reposo,3.554227192271997e-11,3.807453736638207e-11,3.1929804926756734e-11,1.2157591730823443e-11,1.1078410278733747e-11,6.478707760594652e-12,583.4271972458951,734.6008250703376,0.7096082712855659,0.7033632136699495,0.6812115472413003,4.1180455786545155e-10,0.6327143684874673,1.2837441778369318,0.7007769571488942,0.5214203583309235
S001,S001R07.edf,Izquierda,3.1973290818991524e-11,3.217073297429819e-11,2.4430011352412406e-11,1.0296827851790728e-11,1.1178148679549163e-11,9.082339322484363e-12,550.934677977847,512.1685417508033,0.7002910007025864,0.7149687855181296,0.707465215892434,3.8451617040284294e-10,0.6110464231169653,1.3131280329240145,0.864506231971372,0.6107287225957139
S001,S001R07.edf,Reposo,2.4884697016299862e-11,2.680861637429322e-11,2.5847556713877032e-11,9.58299497246068e-12,9.3892584626087e-12,8.102221837202178e-12,465.73434286988834,560.0731492511262,0.6865254446450074,0.7096770562813044,0.708004417047644,4.105282844129143e-10,0.5713891112106511,1.3344173512736757,0.7358248995613653,0.6201906605387096
S001,S001R07.edf,Izquierda,3.1133021414008626e-11,2.6869359182472432e-11,1.8323404813199985e-11,8.157195604583533e-12,7.917373652897119e-12,5.703493538282649e-12,623.9812642326993,568.5555332094708,0.7037725682646047,0.698594248753792,0.7032136164859392,3.7515990706333976e-10,0.6127172344886221,1.3684484082318036,0.41936726833910654,0.6382920903671485
