Sujeto,Condicion,Pot_Mu_C3,Pot_Mu_C4,Pot_Mu_Cz,Pot_Beta_C3,Pot_Beta_C4,Pot_Beta_Cz,Coh_Mu_C3_C4,Coh_Mu_C3_Cz,Coh_Mu_C4_Cz,Coh_Beta_C3_C4,Coh_Beta_C3_Cz,Coh_Beta_C4_Cz,Tipo
S001,Izquierda,2.3840114921289545e-11,1.7523856533864097e-11,2.8797393355078443e-11,9.462673219357404e-12,7.984224837281097e-12,9.747526747471138e-12,0.7923169789577579,0.8975899616601278,0.8614088426946207,0.5692442224036338,0.8063138496060472,0.7018778918041004,Imaginación Motora
S001,Reposo,2.2898572754281485e-11,2.0641723527270822e-11,1.934706819540928e-11,8.476802026699067e-12,7.55544936325379e-12,8.065881865851592e-12,0.5400902711576401,0.6713408516535017,0.6454363353691015,0.5482880400817999,0.7773568811157253,0.7376217428129613,Imaginación Motora
S001,Derecha,4.126100534002239e-11,3.1130587082881755e-11,3.8589346504600856e-11,8.39482041556057e-12,8.23088345807766e-12,9.34324255790966e-12,0.7964265733012019,0.9321297846979921,0.8702871375239486,0.5482832389504229,0.7248767893027553,0.7506865410249324,Imaginación Motora
S001,Reposo,3.0707017451061646e-11,2.3276821806412727e-11,3.31953353847917e-11,9.435071149087479e-12,9.581480788459382e-12,1.0449738454275533e-11,0.6883540488027875,0.8259788136443047,0.8007727517884672,0.5570929004242934,0.7547632210435005,0.8213493623031447,Imaginación Motora
S001,Izquierda,2.4541399068944644e-11,2.2698736478116346e-11,2.5207676503095183e-11,1.3611311758203903e-11,8.100481138084923e-12,1.0668985981581006e-11,0.7173941496250332,0.8038511505368168,0.8598537292468108,0.6513099557643469,0.8441158304261901,0.8003011261910229,Imaginación Motora
S001,Reposo,3.1954123186326135e-11,2.199735479657074e-11,3.498758751372243e-11,1.168664539693965e-11,8.353177787332864e-12,1.0659787543455349e-11,0.6789975669233359,0.8830098487792114,0.843029367030877,0.5672801486078132,0.7724189960837043,0.7560830025552632,Imaginación Motora
S001,Derecha,3.0376530466778824e-11,2.430493950680939e-11,3.082403060745615e-11,9.64324967761869e-12,6.94540314336568e-12,1.1625080091597232e-11,0.7230950584855853,0.855877666761121,0.8543052282057693,0.6808341699598884,0.8260510757613589,0.8005670669217161,Imaginación Motora
S001,Reposo,3.31564003427071e-11,3.072257024781924e-11,3.312566758069071e-11,1.0767782619572948e-11,9.98654377488255e-12,1.0820526347416067e-11,0.6605699890054074,0.7653320439801121,0.8647162918493538,0.537784855532469,0.7344834450440244,0.7421623432423792,Imaginación Motora
S001,Izquierda,3.4481433605051224e-11,1.6611291575673876e-11,2.0977051795409968e-11,1.128196964916246e-11,6.804171556569303e-12,1.1023920375275986e-11,0.32775976938593654,0.6482790015813857,0.6425579969480192,0.5889561882821992,0.7624918614619048,0.8193581367172394,Imaginación Motora
S001,Reposo,2.8525863313887688e-11,1.744981391898734e-11,2.882642517097788e-11,1.1742533943670694e-11,7.190316701656538e-12,9.780458940183719e-12,0.7251537075452472,0.8548730062384754,0.7726457729132772,0.5817814457397592,0.8491694292622418,0.718189138013755,Imaginación Motora
S001,Derecha,5.1013169722495995e-11,3.967759887785652e-11,4.485233758210263e-11,8.01242396231504e-12,6.563275797794478e-12,8.33418039976602e-12,0.9087017932676573,0.9238702160200876,0.9245175259155943,0.46196042582706637,0.6985011291671146,0.6290061340513668,Imaginación Motora
S001,Reposo,5.073325892530385e-11,2.5177510799875023e-11,3.641380296172467e-11,1.1661612098546954e-11,6.045605459548415e-12,9.537205423084426e-12,0.8110381046719382,0.8613730052694172,0.9175294114877117,0.5486152778192592,0.6762996309289939,0.7357854867916318,Imaginación Motora
S001,Izquierda,2.5076164565875874e-11,1.94343535869694e-11,2.560766040832209e-11,1.109812000368327e-11,8.331863065939649e-12,1.8020418549312888e-11,0.4993554988365754,0.7440150537451435,0.7160224921932654,0.4551193038554798,0.7017497890494522,0.6052371889494784,Imaginación Motora
S001,Reposo,4.532888705137576e-11,3.247703074704484e-11,3.6618020544033554e-11,1.2660719511504387e-11,8.809250257839331e-12,1.373403151354754e-11,0.6603273163801087,0.7979667472574756,0.8087977181385548,0.5389154631966545,0.7304946333328411,0.7626437143362365,Imaginación Motora
S001,Derecha,3.524930240091911e-11,2.804992627693536e-11,3.2895053247873903e-11,1.2984150267173914e-11,8.870882106429175e-12,1.2413458903530199e-11,0.7039014636616385,0.836600691519473,0.8730550170649805,0.701569620017368,0.806450232536874,0.840995654312563,Imaginación Motora
S001,Reposo,2.039156283511075e-11,1.8236431909691376e-11,1.95917237282567e-11,1.0112430578009972e-11,7.520301320616006e-12,1.1338567908133625e-11,0.6595326105008783,0.8497036226313422,0.7866539731242277,0.5503021550008897,0.8011083012661703,0.7851926654541842,Imaginación Motora
S001,Derecha,3.6646311447761416e-11,1.7047552996648737e-11,2.9981016298338774e-11,7.794537578920223e-12,7.169152993827897e-12,8.45200660064633e-12,0.7910108965672731,0.9025695956730873,0.8790994849497316,0.5166349069249504,0.7339719247704272,0.7650863905319544,Imaginación Motora
S001,Reposo,3.668803048829891e-11,3.148597399705914e-11,3.4090159822625507e-11,1.2550861718755851e-11,7.547575341850205e-12,9.911003630900176e-12,0.7074144785593514,0.7950830640288253,0.7945058623833223,0.396860744083694,0.6866297921948927,0.6887447990495995,Imaginación Motora
S001,Izquierda,2.613302908823854e-11,2.2439747722542645e-11,2.3511810917294023e-11,7.51899372457476e-12,6.8623516480499684e-12,8.325919652260994e-12,0.69402630458931,0.7481280213377144,0.8635080442891634,0.5427255989371115,0.7409906298866655,0.797989622240564,Imaginación Motora
S001,Reposo,4.217596256584269e-11,2.8490277273934342e-11,3.298859372719097e-11,1.0496459954587677e-11,7.401424508232752e-12,1.1594633417692172e-11,0.7146067376925271,0.7611544677268733,0.8859411140820381,0.5503417840703159,0.7493989056916128,0.6216696587455857,Imaginación Motora
S001,Izquierda,3.834359709468315e-11,2.400687412987132e-11,3.296216066983044e-11,1.52313164303891e-11,9.255710513711476e-12,1.265871168882682e-11,0.6150103637946679,0.7493217846348845,0.819785105673432,0.5600014724769761,0.7713205919010094,0.7774029716950741,Imaginación Motora
S001,Reposo,2.892591963289606e-11,2.3039613033292822e-11,2.19323016055588e-11,1.0186705703163046e-11,7.01223397332896e-12,1.0192179368225103e-11,0.4011184966134196,0.7810591396603936,0.6574111148124899,0.530300565781151,0.8021120789195483,0.6762101718345447,Imaginación Motora
S001,Derecha,3.803373562740798e-11,2.2284447721437486e-11,3.7497454487046184e-11,1.207361410893468e-11,8.996193373730115e-12,1.086043755662989e-11,0.7998731943011019,0.911601089372241,0.8725379734091256,0.6018943103844888,0.7700071623868366,0.8132000320688813,Imaginación Motora
S001,Reposo,4.637062572982938e-11,4.033846182364951e-11,4.7138441153268234e-11,1.0944749915534413e-11,7.952899346719328e-12,1.440765477132583e-11,0.7326204875302729,0.8214048391966151,0.8627288509421848,0.4742830840790946,0.7090168661253061,0.6298866385740779,Imaginación Motora
S001,Derecha,3.888413072289056e-11,2.8871546603153145e-11,3.650956707894269e-11,9.790965475962746e-12,6.832874970565797e-12,1.2307730729820977e-11,0.7212704343297343,0.8477651821333476,0.8496262571925943,0.5629290945479206,0.8197515429921817,0.632953715863146,Imaginación Motora
S001,Reposo,3.335552009270329e-11,2.2026078858885675e-11,2.8315421164711963e-11,1.2061892794641898e-11,9.618991728093389e-12,1.7561259166576412e-11,0.4155096317977719,0.6663333798230875,0.8587352555133573,0.6583612626548232,0.7304917589624924,0.8250615846159667,Imaginación Motora
S001,Izquierda,1.9582325843059908e-11,1.762327278001579e-11,2.2131659582879575e-11,1.1066798844509567e-11,8.353693999552303e-12,1.0363375513032724e-11,0.5887133331484015,0.7984737586952754,0.7359537404222302,0.5389272142427165,0.7981954447166729,0.72795698902587,Imaginación Motora
S001,Reposo,3.406453933677119e-11,2.792551710045855e-11,3.2699243922565404e-11,7.741697558808943e-12,5.4935520445475684e-12,7.307782164972235e-12,0.6886369092917509,0.9147134202777251,0.778740322147262,0.49848842522324543,0.7677958396148983,0.7344019305519766,Imaginación Motora
S001,Izquierda,1.9706120873941328e-11,1.0017744113258714e-11,1.5192789344328317e-11,7.173544066721446e-12,4.104236228199853e-12,6.2290299434966185e-12,0.718531667778106,0.8787530077248522,0.8120971314129677,0.4754861386572166,0.7619610260454446,0.68363093198726,Imaginación Motora
S001,Derecha,1.4515403564683887e-11,1.4054709138961871e-11,1.8060413639557444e-11,7.947871682275319e-12,8.152352411727846e-12,9.893470465324292e-12,0.5899076141473782,0.7549456982845266,0.7730627768976766,0.6294299309399651,0.7815286558443579,0.8100471078917961,Imaginación Motora
S001,Reposo,3.548730529680919e-11,2.3854599659172872e-11,3.6072018125920897e-11,8.97638223871601e-12,5.185289641590569e-12,8.597762745108832e-12,0.6982287286972655,0.8666340889488755,0.8459852797631178,0.49060918553494043,0.7480314354959166,0.7397531949826706,Imaginación Motora
S001,Izquierda,2.6618732881727903e-11,2.279065453911406e-11,2.6421754575564034e-11,7.765503857690003e-12,8.035877614443713e-12,8.99416625351362e-12,0.681453863180442,0.7835972043134298,0.9159660702106227,0.5571503889902261,0.7277748881365351,0.755610982482461,Imaginación Motora
S001,Reposo,3.806551785497377e-11,3.068932272393062e-11,4.500266321123372e-11,1.014289261882687e-11,7.411879865930488e-12,9.565532071505966e-12,0.8587427468699758,0.8792780307299496,0.9475688728967696,0.6097622557908988,0.7841622681100654,0.7574040911303648,Imaginación Motora
S001,Derecha,1.6111871863937886e-11,1.4008279669653258e-11,1.6858103450893587e-11,6.5017607130111305e-12,4.236782608066406e-12,6.08137204243973e-12,0.609417717588893,0.7898055422096768,0.782157204854961,0.5696169054414101,0.7671403779555307,0.7843671228212064,Imaginación Motora
S001,Reposo,4.089073778284289e-11,2.6598737977160024e-11,2.90523847032343e-11,1.0630361721843659e-11,6.737348104363761e-12,8.84927875939184e-12,0.5686720012020814,0.73338128176042,0.8643089769181891,0.6482998128738224,0.7686639942140406,0.7676298423465407,Imaginación Motora
S001,Izquierda,3.1285959183655244e-11,1.970180734461716e-11,2.5894528213965384e-11,9.620548078789938e-12,6.312529371407701e-12,9.776445091117464e-12,0.6719073549824375,0.852564664499532,0.7662074792142546,0.573598569705761,0.8035956557437999,0.8005171127015676,Imaginación Motora
S001,Reposo,3.92035180712984e-11,2.270376074801713e-11,3.073509229352146e-11,1.0473521530612905e-11,7.457075178790618e-12,1.0903173557295787e-11,0.7283750770496831,0.9142238809841836,0.8451946279539159,0.5802301674676759,0.7771608434687721,0.8017436690473747,Imaginación Motora
S001,Izquierda,5.438175772255792e-11,2.1592408265622975e-11,4.548884774863539e-11,1.1977120125076245e-11,8.52959319678137e-12,1.2245547409430353e-11,0.6309175096131594,0.8340904905481872,0.7410534659290785,0.4900840078233446,0.7251341607980502,0.7238077562763933,Imaginación Motora
S001,Reposo,3.415801936483029e-11,3.706171889753661e-11,3.2903146064285573e-11,1.1158558948727889e-11,1.0633433053927945e-11,1.2997588476234654e-11,0.37626914072868506,0.7063197615037176,0.7968863382045916,0.5172474193415308,0.7964355958570912,0.7193721118814961,Imaginación Motora
S001,Derecha,4.5501200821246696e-11,2.9794770903545586e-11,4.0858213920713735e-11,8.796607842126567e-12,6.35706640159807e-12,7.851091931561399e-12,0.7011891022191503,0.9100329461211807,0.7981161071422344,0.5215288560896791,0.7617557073684346,0.7570253068446778,Imaginación Motora
S001,Reposo,6.242768974747906e-11,4.111718436913113e-11,4.4983561028743224e-11,1.4244832398458493e-11,1.1830240477703806e-11,1.2345068760029132e-11,0.4164690985649489,0.8182474414362517,0.6707381798547798,0.4637139729839029,0.7616204379895531,0.6664554952947993,Imaginación Motora
S001,Derecha,3.690662008466394e-11,2.175697323635365e-11,3.1825653230386815e-11,1.1515004430557466e-11,8.634972022519859e-12,1.0487544346032175e-11,0.6380102080753278,0.8587341818695373,0.8303732527055507,0.5254603802418997,0.7588171340557032,0.7036242979437415,Imaginación Motora
S001,Reposo,2.0428254213826855e-11,1.008509969434795e-11,2.1438463558547977e-11,1.1104561366356788e-11,8.581075781259957e-12,1.160436905263313e-11,0.5690750370075783,0.6470875164826679,0.7452670492486271,0.4763816253433912,0.7194706606641479,0.7111132566188342,Imaginación Motora
S001,Izquierda,2.964973568997256e-11,2.3051517488766898e-11,2.9028180511494772e-11,8.528583975126994e-12,5.977855652300007e-12,7.2280294817335955e-12,0.587894746691114,0.778432142006189,0.7268991215997005,0.4667477056607284,0.6979356473213362,0.769521089046952,Imaginación Motora
S001,Reposo,3.539259216522459e-11,4.590873198001768e-11,4.4133144405629455e-11,1.0232490774827711e-11,7.238543096094634e-12,9.178652177006673e-12,0.5733701441695088,0.7319398055846255,0.8530974738060879,0.5101375073894988,0.7448809210593177,0.7308920665162087,Imaginación Motora
S001,Izquierda,8.783855906682605e-11,2.6341084801916738e-11,4.695296804940827e-11,1.0769442575693303e-11,6.278663006620789e-12,9.255090812675231e-12,0.7525453025744315,0.854323038741041,0.9283932194102151,0.5466339586916931,0.738316724418869,0.7817238755582074,Imaginación Motora
S001,Reposo,4.9868310688133915e-11,3.789716101458317e-11,4.624242410088913e-11,1.0134385903151634e-11,1.0316250224120042e-11,1.0431345912436885e-11,0.4915189607212972,0.7524201274794295,0.7172793199860039,0.6613524134586838,0.7880623922822296,0.8172860593360056,Imaginación Motora
S001,Derecha,3.4066759560491846e-11,3.7618434309579526e-11,3.775573648658984e-11,8.862757673646216e-12,8.420926221460653e-12,1.0196893866831277e-11,0.6890229860029062,0.8998685796745504,0.7997328033049321,0.6058931626652538,0.7343907150537264,0.7742202784137658,Imaginación Motora
S001,Reposo,5.3826379134971946e-11,5.2360982210714056e-11,6.567330759469984e-11,9.523275770753237e-12,9.143785377297197e-12,8.582409875063391e-12,0.7766252389521543,0.8612301518369033,0.9224640844284768,0.45270231359978924,0.58694919953888,0.6733940024726524,Imaginación Motora
S001,Derecha,4.5226610976605e-11,2.990128964757805e-11,4.188348435343858e-11,1.360060140461519e-11,9.298420234759083e-12,1.370110990932242e-11,0.7948075876639024,0.8935304979557883,0.9024214251723712,0.6201182521724321,0.8237445420145251,0.764236295216852,Imaginación Motora
S001,Reposo,3.988121129130421e-11,2.6791150508208236e-11,2.540627823830751e-11,1.2930711576687945e-11,7.590599617297518e-12,9.969341173678578e-12,0.49014950190131545,0.8046698879859493,0.6744298807674783,0.5009475614697759,0.6673136214871563,0.7019817088318092,Imaginación Motora
S001,Izquierda,2.3212593243506205e-11,2.6048148526789004e-11,2.3705378347283452e-11,1.0245120962464193e-11,6.8451087061772044e-12,9.256149658282184e-12,0.6410394583785344,0.8484289011813704,0.8389325226988056,0.5910009492661469,0.7404007274729184,0.7857849345251772,Imaginación Motora
S001,Reposo,4.127645843182621e-11,2.941425884304204e-11,2.9228644675398145e-11,9.275980953096896e-12,1.0686087339109607e-11,9.931302771761578e-12,0.5752943212030855,0.5797784892896674,0.6911188832881239,0.44315597836346754,0.626123657993166,0.7691113047483221,Imaginación Motora
S001,Derecha,3.2612912052658904e-11,1.7746870277227627e-11,3.135102475168808e-11,9.004043391644604e-12,7.401994846258555e-12,9.405559877564909e-12,0.6299296463960435,0.8334336060714806,0.7847322827854459,0.529952108058337,0.8143760295747302,0.6654190831926723,Imaginación Motora
S001,Reposo,3.366535522366824e-11,1.846936068645449e-11,2.5709369390829186e-11,1.0703707245742771e-11,8.49689204680712e-12,1.080615667025875e-11,0.632108203968232,0.8115908513350603,0.7206521632013221,0.4698794692249953,0.7094915928049668,0.7173722368767833,Imaginación Motora
S001,Izquierda,2.8071639350823592e-11,1.9238091858874367e-11,3.025627120391238e-11,8.105917185346017e-12,7.527527156144748e-12,1.1776405041378634e-11,0.7436368643244615,0.8673420643106904,0.8366171351695291,0.5264531691849966,0.7222512138716582,0.7599659573938167,Imaginación Motora
S001,Reposo,3.301376548942185e-11,2.2389057634503844e-11,3.3663189619011e-11,7.772389531939108e-12,6.183104227220756e-12,1.0999578960161067e-11,0.496143044978018,0.8363620035912511,0.7208240156524994,0.5959032837792643,0.7196157127993741,0.660717138558329,Imaginación Motora
S001,Derecha,2.6719369001496964e-11,2.0228929841978712e-11,2.914514294583372e-11,1.0647846144217918e-11,7.194469848383041e-12,1.1147675067537522e-11,0.7729818826602753,0.8844759629852037,0.8367141594160279,0.6249478093134905,0.8202714183594201,0.8196737373462962,Imaginación Motora
S001,Derecha,2.1683207105470504e-11,1.7292523349782135e-11,2.2045232338744036e-11,1.180549322446027e-11,6.858116151229777e-12,1.0242670857362548e-11,0.7026487803067185,0.7874725210882128,0.842737362393407,0.7138836225282218,0.8561503606900543,0.8553743372507457,Movimiento Real
S001,Reposo,3.7312070153252506e-11,2.0996476136552103e-11,3.836978000477392e-11,9.470987068265222e-12,6.99593474063438e-12,8.590645031719113e-12,0.713920340660797,0.861322112586768,0.8523418860544725,0.4912846615523292,0.7624970376822008,0.7269603820539248,Movimiento Real
S001,Izquierda,2.8716691787679108e-11,1.6904956502071014e-11,2.067545256872552e-11,9.083273382933392e-12,8.570316893361255e-12,9.400725966798166e-12,0.560016734094972,0.8609425075946875,0.7338672865528134,0.5656098726329497,0.7930109661622485,0.8055495801304919,Movimiento Real
S001,Reposo,4.27620589198045e-11,3.387010048270592e-11,4.614111061422148e-11,1.3201359764792775e-11,7.963518881266474e-12,1.0268809558157991e-11,0.7629953818338984,0.9204626107599265,0.8632896588506351,0.44858118405945807,0.7448252601210917,0.672049457911671,Movimiento Real
S001,Izquierda,3.6277145268529286e-11,2.7579826492332136e-11,4.6070911880241404e-11,1.1406654672817188e-11,7.590261861158056e-12,1.0673647693366788e-11,0.8947010237500532,0.9048340228648365,0.9334883233560383,0.6280041825837965,0.8119910812025272,0.806222319563952,Movimiento Real
S001,Reposo,3.4668022392985144e-11,3.3619731775114584e-11,3.679373704476618e-11,1.221041771059644e-11,1.011152470087444e-11,1.1184857234168314e-11,0.40341068373035965,0.7762785446876028,0.5256607496296111,0.4938985273149221,0.7792847791919036,0.7128909049163139,Movimiento Real
S001,Derecha,2.7528177886447556e-11,2.4393921747795153e-11,3.087769963902831e-11,8.002419822805354e-12,7.777450067831212e-12,7.948825770420281e-12,0.7717947803652914,0.862622219500544,0.8923365245590789,0.4508888530097881,0.724549937798176,0.7333724252270625,Movimiento Real
S001,Reposo,5.568476006066476e-11,3.97450848120956e-11,5.783859837138468e-11,1.1108724768754535e-11,7.480046511021436e-12,8.284906023051455e-12,0.781695374322593,0.9104001231021497,0.8265447159350798,0.4631335831463271,0.7067887803830192,0.7211562967941214,Movimiento Real
S001,Derecha,2.3138184967981153e-11,2.139734277852236e-11,2.770362696130489e-11,1.3923572157943903e-11,1.2056562515344706e-11,1.5295204054005387e-11,0.8032828569190779,0.9278313603455233,0.8814156053241806,0.7207281401830367,0.8484055208949475,0.851579787101298,Movimiento Real
S001,Reposo,3.267542678620719e-11,1.778572915005291e-11,2.2155465656765377e-11,1.2448727128287183e-11,7.646063091907249e-12,1.1153767891630715e-11,0.5402255738249726,0.7157327123773483,0.7765952201548965,0.5476973306373119,0.7646220501731067,0.7633931882551694,Movimiento Real
S001,Izquierda,3.824639447582223e-11,2.9998408612058166e-11,3.5417098348801046e-11,1.0897557116752879e-11,9.510073688973229e-12,1.1613068081674451e-11,0.7080977748941568,0.8310436907743606,0.910528161393586,0.587062156685295,0.7604688269072737,0.77319133603425,Movimiento Real
